name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Romuald Massé,M,B,Raw,26,24-34,Open,149.28,120+,NA,NA,NA,DQ,2019-05-18,IPF,World Bench Press Championships
Riitta Sundvall Liimatainen,F,SBD,Single-ply,42.5,40-44,Open,57.6,60,NA,50,185,DQ,2006-11-05,IPF,World Powerlifting Championships
Ielja Strik,F,B,Single-ply,38.5,35-39,Open,83.75,84,NA,170,NA,1,2012-05-21,IPF,World Bench Press Championships
Tetsuya Horiguchi,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,76.8,83,205,152.5,180,5,2015-08-31,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Lisa Sjöstrand,F,SBD,Single-ply,29.5,24-34,Open,66.9,67.5,215,115,230,1,1996-06-25,IPF,Women's World Powerlifting Championships
Havvy Ehrich,F,SBD,Raw,16.5,16-17,Sub-Juniors,66.2,72,125,102.5,167.5,3,2019-06-04,IPF,World Classic Powerlifting Championships
Josef Ptáček,M,SBD,Single-ply,53.5,50-54,Masters 2,89.6,90,197.5,152.5,195,8,2007-06-10,IPF,World Masters Powerlifting Championships
Aubhild Hansen,F,SBD,Single-ply,31.5,24-34,Open,52,52,140,65,165,3,1989-11-13,IPF,World Powerlifting Championships
Yevheniia Tishakova,F,SBD,Single-ply,27.5,24-34,SuperHeavy,80.87,84,260,140,220,5,2017-07-24,IPF,World Games
Asko Sirviö,M,SBD,Single-ply,NA,NA,Open,60,60,215,140,205,11,1994-11-17,IPF,Men's World Powerlifting Championships
Brad Peters,M,SBD,Single-ply,21.5,20-23,Juniors,59.5,60,162.5,100,187.5,11,1998-10-21,IPF,World Juniors Powerlifting Championships
Guy Laurent,M,B,Single-ply,61.5,60-64,Masters 3,58.44,59,NA,107.5,NA,2,2012-04-20,IPF,World Masters Bench Press Championships
Uladzislau Papelski,M,SBD,Raw,17.5,18-19,Sub-Juniors,100.95,105,230,184,272.5,1,2017-06-14,IPF,World Classic Powerlifting Championships
Sumita Sardar,F,SBD,Single-ply,NA,NA,Open,52,52,125,47.5,132.5,9,1984-05-19,IPF,Women's World Powerlifting Championships
B.H. Bharathi,F,SBD,Single-ply,22.5,20-23,Juniors,48.5,52,150,62.5,150,3,1998-10-21,IPF,World Juniors Powerlifting Championships
Sarala Shetty,F,SBD,Single-ply,27.5,24-34,Open,66.9,67.5,172.5,87.5,172.5,3,1991-06-23,IPF,Women's World Powerlifting Championships
Rinalds Diminish,M,SBD,Single-ply,22.5,20-23,Juniors,88.8,90,280,197.5,292.5,2,1998-10-21,IPF,World Juniors Powerlifting Championships
Eric Kupperstein,M,SBD,Single-ply,40.5,40-44,Masters 1,59.8,60,225,125,257.5,1,2007-06-10,IPF,World Masters Powerlifting Championships
Eduard Tepper,M,SBD,Single-ply,36.5,35-39,Open,82.32,83,260,220,295,6,2014-11-03,IPF,World Powerlifting Championships
Adina Hyková,F,SBD,Single-ply,51.5,50-54,Masters 1,54.3,67.5,122.5,65,137.5,7,1995-10-03,IPF,World Masters Powerlifting Championships
Hatsuko Kimura,F,SBD,Single-ply,60.5,60-64,Masters 3,53.28,57,NA,70,170,DQ,2012-10-02,IPF,World Masters Powerlifting Championships
Daniel Pires,M,SBD,Raw,45.5,45-49,Masters 1,91.42,93,215,150,215,10,2017-06-14,IPF,World Classic Powerlifting Championships
Terry Lee,F,SBD,Single-ply,51.5,50-54,Masters 2,69.7,75,125,85,142.5,1,2006-10-02,IPF,World Masters Powerlifting Championships
Jezza Uepa,M,SBD,Raw,36,35-39,Open,180.4,120+,426.5,260,320,2,2016-06-19,IPF,World Classic Powerlifting Championships
Oleg Gusev,M,B,Single-ply,43.5,40-44,Open,124.3,125,NA,287.5,NA,7,2003-12-05,IPF,World Bench Press Championships
Emil Johansson,M,SBD,Single-ply,21.5,20-23,Juniors,79.06,82.5,NA,NA,NA,DQ,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Chia-Sui Lee,F,SBD,Single-ply,19.5,20-23,Open,115.6,90+,262.5,135,243,3,1997-06-18,IPF,Women's World Powerlifting Championships
Robert Keyes,M,SBD,Single-ply,55.5,55-59,Masters 2,141.99,120+,275,232.5,287.5,1,2016-10-03,IPF,World Masters Championships
Christian Buchs,M,SBD,Single-ply,60.5,60-64,Masters 3,98.8,100,300,150,250,1,2008-09-30,IPF,World Masters Powerlifting Championships
Arron Gonzales,M,SBD,Single-ply,22.5,20-23,Juniors,150.1,120+,365,335,277.5,5,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Martin Grobler,M,SBD,Single-ply,21.5,20-23,Juniors,103.07,105,255,180,250,10,2011-08-30,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Mariusz Hintzke,M,B,Single-ply,17.5,18-19,Sub-Juniors,81.79,83,NA,190,NA,2,2012-05-21,IPF,World Bench Press Championships
Anna Birgevaiya,F,B,Single-ply,22.5,20-23,Juniors,56.32,57,NA,127.5,NA,1,2015-05-20,IPF,World Bench Press Championships
Oleg Gagin,M,SBD,Single-ply,34.5,24-34,Open,169.05,125+,445,270,340,2,2010-11-07,IPF,World Powerlifting Championships
Andrea Lam,F,SBD,Single-ply,NA,NA,Open,43.4,44,95,42.5,112.5,6,1983-05-07,IPF,Women's World Powerlifting Championships
Leena Jokitalo,F,SBD,Single-ply,37.5,35-39,Open,47.7,48,142.5,65,155,6,1999-05-19,IPF,Women's World Powerlifting Championships
Yelyzaveta Dvoinyshnikova,F,SBD,Single-ply,17.5,18-19,Sub-Juniors,47,47,125,60,125,3,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Mikhail Puzanov,M,SBD,Single-ply,40.5,40-44,Masters 1,123.78,120+,330,225,310,1,2011-09-26,IPF,World Masters Powerlifting Championships
Anna Ganenko,F,SBD,Single-ply,22.5,20-23,Open,89.6,90,200,125,180,2,1998-05-23,IPF,Women's World Powerlifting Championships
Christian Lachmann,M,SBD,Single-ply,22.5,20-23,Juniors,50.5,52,120,70,120,8,1985-09-20,IPF,World Juniors Powerlifting Championships
Tony Chard,M,SBD,Raw,49.5,45-49,Masters 2,125.67,120+,215,180,292.5,3,2018-06-06,IPF,6th World Classic Championships
Timo Rantala,M,SBD,Raw,52.5,50-54,Masters 2,118.6,120,175,150,205,6,2016-06-19,IPF,World Classic Powerlifting Championships
Scott Siewer,M,SBD,Single-ply,42.5,40-44,Masters 1,109.2,110,280,170,267.5,5,1993-10-26,IPF,World Masters Powerlifting Championships
Huai-Chin Chin,M,SBD,Single-ply,NA,NA,Juniors,90,90,250,160,220,9,1990-09-20,IPF,World Juniors Powerlifting Championships
Sebastien Rothman,M,B,Single-ply,40.5,40-44,Masters 1,117.7,125,NA,190,NA,7,2007-09-12,IPF,World Masters Bench Press Championships
Roman Pecho,M,B,Single-ply,18.5,18-19,Juniors,64.44,66,NA,165,NA,7,2014-05-20,IPF,World Bench Press Championships
Mika Teramura,F,B,Single-ply,47,45-49,Open,51.51,52,NA,82.5,NA,6,2009-05-27,IPF,World Bench Press Championships
Dimitriy Soloviov,M,SBD,Single-ply,25.5,24-34,Open,74.6,75,300,192.5,277.5,4,1996-12-14,IPF,Men's World Powerlifting Championships
Richard Lettner,M,SBD,Single-ply,31.5,24-34,Open,74.75,75,270,175,260,11,2006-11-05,IPF,World Powerlifting Championships
Ransilu Jayathilake,M,SBD,Raw,30.5,24-34,Open,118.09,120,280,130,315,7,2017-06-14,IPF,World Classic Powerlifting Championships
Joke Johnson,F,SBD,Single-ply,NA,NA,Masters 1,99.6,67.5+,175,62.5,180,3,1992-09-03,IPF,World Masters Powerlifting Championships
Martina Schmale,F,B,Single-ply,31.5,24-34,NA,75.5,82.5,NA,125,NA,1,1993-12-12,IPF,World Bench Press Championships
Brad Klinger,M,B,Single-ply,47.5,45-49,Masters 1,122.35,125,NA,270,NA,1,2004-04-21,IPF,World Masters Bench Press Championships
Sami Pullinen,M,B,Single-ply,24.5,24-34,Open,109.5,110,NA,NA,NA,DQ,2008-06-25,IPF,World Bench Press Championships
Ren Sakakibara,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,90,93,212.5,125,222.5,8,2016-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Benjamin Rowe,M,SBD,Raw,41.5,40-44,Masters 1,82.32,83,250,160,255,2,2018-06-06,IPF,6th World Classic Championships
Alina Davletshina,F,SBD,Raw,17.5,18-19,Sub-Juniors,70.15,72,137.5,77.5,145,1,2014-06-01,IPF,World Classic Powerlifting Championships
Geir Gregersen,M,SBD,Single-ply,46.5,45-49,Masters 1,92.3,93,305,215,262.5,3,2017-10-01,IPF,World Masters Powerlifting Championships
Ekaterina Baranova,F,SBD,Single-ply,22.5,20-23,Juniors,83.78,84,225,150,175,3,2015-08-31,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Birger Sundstøl,M,B,Single-ply,62,60-64,Masters 3,65.44,66,NA,110,NA,3,2016-04-19,IPF,World Bench Press Championships
Kachouei Mostafa Yazdani,M,SBD,Raw,28.5,24-34,Open,102.01,105,280,155,330,12,2017-06-14,IPF,World Classic Powerlifting Championships
Tetiana Shchavinska,F,SBD,Raw,21.5,20-23,Juniors,46.28,47,112.5,83,142.5,1,2018-06-06,IPF,6th World Classic Championships
Jonas Bengtsson,M,SBD,Single-ply,21.5,20-23,Juniors,67.5,67.5,230,122.5,230,4,1990-09-20,IPF,World Juniors Powerlifting Championships
Nana Morita,F,SBD,Raw,18.5,18-19,Juniors,67,72,155,72.5,162.5,15,2019-06-04,IPF,World Classic Powerlifting Championships
Tomoko Akagawa,F,SBD,Single-ply,32,24-34,Open,51.72,52,135,95,140,15,2016-11-14,IPF,World Open Championships
Ritva Vainio,F,SBD,Single-ply,55.5,55-59,Masters 2,58.05,60,70,37.5,100,4,2005-10-04,IPF,World Masters Powerlifting Championships
Sofia Larsson,F,SBD,Single-ply,19.5,20-23,Juniors,73.2,75,140,95,160,7,1996-08-07,IPF,World Juniors Powerlifting Championships
Renars Dronga,M,B,Single-ply,28.5,24-34,Open,73.35,74,NA,230,NA,5,2017-05-22,IPF,World Bench Press Championships
Regina Haas,F,B,Raw,54,50-54,Masters 2,70.3,72,NA,105,NA,1,2016-05-15,IPF,World Classic Bench Press Championships
Kjell Furesund,M,B,Single-ply,42.5,40-44,Open,124.71,125,NA,NA,NA,DQ,2009-05-27,IPF,World Bench Press Championships
Zita Urbančíková,F,B,Single-ply,20.5,20-23,NA,69.5,75,NA,80,NA,5,1993-12-12,IPF,World Bench Press Championships
Pavol Varchola,M,SBD,Single-ply,33.5,24-34,Open,92.83,93,325,200,312.5,9,2012-11-10,IPF,World Powerlifting Championships
Patrick Gudd,M,B,Single-ply,41.5,40-44,Masters 1,114.12,120,NA,267.5,NA,4,2013-04-18,IPF,World Masters Bench Press Championships
Mariela Giminez,F,SBD,Single-ply,25.5,24-34,Open,70,75,150,85,155,8,2000-05-24,IPF,Women's World Powerlifting Championships
Anatoly Merzlyakov,M,SBD,Single-ply,47.5,45-49,Masters 1,59.85,60,205,120,190,1,2004-10-05,IPF,World Masters Powerlifting Championships
Delwyn Evans,F,B,Raw,52,50-54,Masters 2,70,72,NA,70,NA,2,2016-05-15,IPF,World Classic Bench Press Championships
Franz Leberwurst,M,SBD,Raw,42.5,40-44,Open,115.7,120,290,180,300,6,2012-06-12,IPF,World Classic Powerlifting Cup
Louise Kenna,F,SBD,Raw,34.5,24-34,Open,71.58,72,142.5,85,167.5,17,2017-06-14,IPF,World Classic Powerlifting Championships
Michael Hara,M,B,Single-ply,49.5,45-49,Masters 2,74.8,75,NA,192.5,NA,1,2010-03-30,IPF,World Masters Bench Press Championships
Peep Päll,M,SBD,Single-ply,45.5,45-49,Masters 1,65.68,66,210,137.5,225,1,2016-10-03,IPF,World Masters Championships
Dmitriy Borkov,M,SBD,Raw,21.5,20-23,Open,81.8,83,205,137.5,230,10,2019-07-22,IPF,University Powerlifting Cup
Mehar Bhogal,M,SBD,Single-ply,22.5,20-23,Juniors,92.17,93,262.5,205,235,8,2019-08-26,IPF,World Juniors & Sub-Juniors Championships
Dino Toci,M,SBD,Single-ply,24.5,24-34,Open,90,90,260,155,300,8,1981-11-05,IPF,Men's World Powerlifting Championships
Viltaliy Teteutsa,M,SBD,Single-ply,24.5,24-34,Open,59.6,60,240,160,225,3,2002-11-13,IPF,Men's World Powerlifting Championships
Hildeborg Juvet Hugdal,F,SBD,Single-ply,29.5,24-34,Open,127.05,84+,260,218,190,2,2013-11-04,IPF,World Powerlifting Championships
Egidijus Valčiukas,M,SBD,Raw,18.5,18-19,Juniors,52.97,53,200,125,145,1,2017-06-14,IPF,World Classic Powerlifting Championships
Alina Sarycheva,F,SBD,Raw,17.5,18-19,Sub-Juniors,54.63,57,122.5,102.5,137.5,1,2017-06-14,IPF,World Classic Powerlifting Championships
Fred Anneese,M,B,Single-ply,54.5,50-54,Masters 2,106.9,110,NA,205,NA,3,2002-04-18,IPF,World Masters Bench Press Championships
Wei Cong Ang,M,SBD,Raw,24.5,24-34,Open,65.19,66,172.5,107.5,190,12,2018-07-09,IPF,3rd World University Powerlifting Cup
Randy Earle,M,SBD,Single-ply,52,50-54,Masters 2,147.94,120+,NA,NA,287.5,DQ,2014-09-21,IPF,World Masters Powerlifting Championships
Greg Doucette,M,SBD,Single-ply,30,24-34,Open,82.1,82.5,272.5,227.5,287.5,5,2005-11-08,IPF,Men's World Powerlifting Championships
Michael Gardiner,M,SBD,Single-ply,39.5,35-39,Masters 1,66.2,67.5,215,140,230,2,2008-09-30,IPF,World Masters Powerlifting Championships
Audrey Mingot,F,B,Single-ply,22.5,20-23,Juniors,51.09,52,NA,107.5,NA,2,2016-04-19,IPF,World Bench Press Championships
Hung-Yen Lin,M,SBD,Single-ply,19.5,20-23,Juniors,64.75,66,225,165,235,4,2018-09-03,IPF,World Juniors & Sub-Juniors Championships
Helen Hughes #1,F,B,Raw,41.5,40-44,Masters 1,55.1,57,NA,80,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Jochen Stöver,M,SBD,Single-ply,40,40-44,Masters 1,88.55,90,220,165,280,7,2005-10-04,IPF,World Masters Powerlifting Championships
Marcos Sanchéz,M,SBD,Single-ply,27.5,24-34,Open,78.8,82.5,280,150,265,16,2002-11-13,IPF,Men's World Powerlifting Championships
Alan Mohalievic,M,SBD,Single-ply,21.5,20-23,Juniors,99.4,100,247.5,137.5,285,11,1997-09-12,IPF,World Juniors Powerlifting Championships
Fridrich Matejík,M,B,Single-ply,25.5,24-34,Open,114.96,125,NA,242.5,NA,9,2009-05-27,IPF,World Bench Press Championships
Anne Mort,F,SBD,Single-ply,49.5,45-49,Masters 2,72.1,75,155,105,155,2,2007-06-10,IPF,World Masters Powerlifting Championships
Chia-Chi Chi,F,SBD,Single-ply,15.5,16-17,Juniors,76.2,82.5,165,NA,NA,DQ,1997-09-12,IPF,World Juniors Powerlifting Championships
Sakari Selkäinaho,M,B,Single-ply,27.5,24-34,NA,67.5,67.5,NA,162.5,NA,3,1990-12-16,IPF,World Bench Press Championships
Teemu Leppänen,M,SBD,Single-ply,17,16-17,Sub-Juniors,97.8,100,270,167.5,315,3,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Janice Francis,F,SBD,Raw,61.5,60-64,Masters 3,81.99,84,107.5,67.5,130,1,2017-06-14,IPF,World Classic Powerlifting Championships
Vitaly Kurzenev,M,B,Raw,26.5,24-34,Open,42.5,48,NA,95,NA,2,1996-12-01,IPF,World Disabled Bench Press Championships
Zoia Safarova,F,SBD,Raw,21.5,20-23,Juniors,62.41,63,147.5,77.5,152.5,7,2017-06-14,IPF,World Classic Powerlifting Championships
Vladimir Muravlyov,M,SBD,Single-ply,22.5,20-23,Juniors,109.3,110,320,220,345,1,1998-10-21,IPF,World Juniors Powerlifting Championships
Iveta Jurčíková,F,B,Single-ply,21.5,20-23,Juniors,62.29,63,NA,110,NA,3,2014-05-20,IPF,World Bench Press Championships
Gabriele Fuchs,F,SBD,Single-ply,33.5,24-34,Open,74.2,75,182.5,105,190,6,1997-06-18,IPF,Women's World Powerlifting Championships
Martin Lange,M,SBD,Single-ply,28,24-34,Open,104.23,105,357.5,252.5,305,10,2015-11-09,IPF,World Powerlifting Championships
Ielja Strik,F,SBD,Single-ply,34.5,24-34,Open,88.32,90,260,165,230,1,2008-10-30,IPF,World Powerlifting Championships
Jiří Horník,M,SBD,Single-ply,28.5,24-34,Open,88.3,90,300,220,310,5,2007-10-14,IPF,World Powerlifting Championships
Hsin-Mei Feng,F,SBD,Single-ply,18.5,18-19,Open,93.7,90+,190,80,180,4,1992-05-31,IPF,Women's World Powerlifting Championships
Andreas Nilsson #1,M,SBD,Raw,17.5,18-19,Sub-Juniors,73,74,216,155,247.5,1,2016-06-19,IPF,World Classic Powerlifting Championships
Nobuyuki Hamada,M,SBD,Single-ply,43.5,40-44,Masters 1,73.61,74,NA,195,245,DQ,2013-09-24,IPF,World Masters Powerlifting Championships
Mostafa Parvaresh Rooh,M,B,Single-ply,33.5,24-34,Open,132.08,120+,NA,272.5,NA,9,2015-05-20,IPF,World Bench Press Championships
Edward Ravenscroft,M,SBD,Wraps,NA,NA,Open,90,90,277.5,235,280,1,1975-11-22,IPF,Men's World Powerlifting Championships
Gunnar Myhren,M,SBD,Single-ply,50.5,50-54,Masters 2,88.75,90,250,147.5,245,3,1994-10-19,IPF,World Masters Powerlifting Championships
Morten Sørig,M,SBD,Single-ply,43.5,40-44,Masters 1,134.44,120+,360,255,255,5,2013-09-24,IPF,World Masters Powerlifting Championships
Rüdiger Hopp,M,SBD,Single-ply,44.5,40-44,Masters 1,89.8,90,NA,NA,NA,DQ,2000-10-17,IPF,World Masters Powerlifting Championships
Ofeli Giachemelli,F,B,Single-ply,43.5,40-44,Open,63.9,67.5,NA,80,NA,6,1996-12-01,IPF,World Bench Press Championships
Leif Waldeck,M,B,Single-ply,63.5,60-64,Masters 3,98.5,100,NA,NA,NA,DQ,2003-04-16,IPF,World Masters Bench Press Championships
Ed Coan,M,SBD,Single-ply,32,24-34,Open,99.8,100,410,240,350,1,1995-11-15,IPF,Men's World Powerlifting Championships
Teruo Shiraida,M,B,Single-ply,63.5,60-64,Masters 3,59.5,60,NA,127.5,NA,1,2007-09-12,IPF,World Masters Bench Press Championships
David Holmberg,M,SBD,Single-ply,22.5,20-23,Juniors,109.8,110,330,195,290,4,1996-08-07,IPF,World Juniors Powerlifting Championships
Yuriy Kolesnykov,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,153,125+,265,200,242.5,1,2001-09-16,IPF,World Sub-Juniors Powerlifting Championships
Charles Crawford,M,SBD,Single-ply,55.5,55-59,Masters 2,86.8,90,NA,NA,NA,DQ,2000-10-17,IPF,World Masters Powerlifting Championships
Einar Örn Guðnason,M,SBD,Single-ply,22.5,20-23,Juniors,92.3,93,295,200,270,10,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Géraldine Verlaine,F,B,Raw,48,45-49,Masters 1,51,52,NA,65,NA,4,2019-05-18,IPF,World Bench Press Championships
Anders Carlsson,M,SBD,Single-ply,41.5,40-44,Masters 1,88.8,90,225,180,225,11,1994-10-19,IPF,World Masters Powerlifting Championships
Yasuki Yamashita,M,B,Single-ply,21.5,20-23,Open,92.55,93,NA,275,NA,6,2013-05-20,IPF,World Bench Press Championships
Anastasiya Zhurbina,F,SBD,Raw,17.5,18-19,Sub-Juniors,61.13,63,117.5,96,137.5,4,2017-06-14,IPF,World Classic Powerlifting Championships
Tarandeep Singh,M,SBD,Single-ply,20.5,20-23,Juniors,110.6,125,210,105,210,9,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Jackie Buckley-Gray,F,SBD,Single-ply,39.5,35-39,Open,85,90,185,140,205,5,2007-10-14,IPF,World Powerlifting Championships
Brenda van der Meulen,F,SBD,Single-ply,22.5,20-23,Juniors,93.4,90+,185,125,162.5,2,2001-09-11,IPF,World Juniors Powerlifting Championships
Alan Krockover,M,SBD,Single-ply,45.5,45-49,Masters 1,102.48,105,265,185,252.5,8,2014-09-21,IPF,World Masters Powerlifting Championships
Siang Too Chin,M,SBD,Raw,26.5,24-34,Open,57.6,59,180,112.5,215,8,2018-06-06,IPF,6th World Classic Championships
Henrik Skov Nielsen,M,SBD,Single-ply,20.5,20-23,Juniors,82.3,82.5,285,150,237.5,6,2005-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Oleksandr Tytarenko,M,SBD,Single-ply,21.5,20-23,Juniors,118.87,120,387.5,265,300,1,2017-08-28,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Marcos Sanchéz,M,SBD,Single-ply,37.5,35-39,Open,82.54,83,305,200,225,16,2012-11-10,IPF,World Powerlifting Championships
Maki Wada,F,B,Single-ply,33,24-34,Open,58.6,60,NA,122.5,NA,2,2001-12-07,IPF,World Bench Press Championships
Magdolna Petróczki,F,B,Single-ply,50.5,50-54,Open,52.44,57,NA,90,NA,5,2019-05-18,IPF,World Bench Press Championships
Ryan Fowler,M,SBD,Single-ply,22.5,20-23,Juniors,129.6,125+,267.5,215,255,6,2005-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Valeriy Bogdanov,M,B,Single-ply,22.5,20-23,NA,59.7,60,NA,157.5,NA,3,1993-12-12,IPF,World Bench Press Championships
Neptali Godoy,M,SBD,Single-ply,NA,NA,Open,52,52,135,80,180,9,1979-11-02,IPF,Men's World Powerlifting Championships
Travis McKinney,M,SBD,Single-ply,18,18-19,Sub-Juniors,89.94,93,272.5,227.5,302.5,2,2013-08-27,IPF,World Juniors & Sub-Juniors Championships
Kristofer Lundström,M,B,Single-ply,23,20-23,Juniors,109.4,110,NA,232.5,NA,3,2009-07-01,IPF,World Sub-Juniors & Juniors Bench Press Championships
Cathleen Marksteiner,F,SBD,Raw,55.5,55-59,Masters 2,64.05,72,112.5,70,127.5,1,2014-06-01,IPF,World Classic Powerlifting Championships
Oleg Gordynetz,M,B,Single-ply,NA,NA,Open,137.5,125+,NA,202.5,NA,13,1995-06-25,IPF,World Bench Press Championships
Edgardo Munar,M,B,Single-ply,42.5,40-44,Masters 1,66.8,67.5,NA,167.5,NA,3,2010-03-30,IPF,World Masters Bench Press Championships
Hideyuki Yano,M,B,Single-ply,59.5,55-59,Masters 3,65.3,66,NA,171.5,NA,1,2019-05-18,IPF,World Bench Press Championships
Helen Wolsey,F,SBD,Single-ply,30.5,24-34,Open,42.9,44,122.5,65,150,1,1992-05-31,IPF,Women's World Powerlifting Championships
Jarosław Olech,M,SBD,Single-ply,38.5,35-39,Middle,72.25,83,360,215,305,1,2013-07-30,IPF,World Games
Alexander Diepold,M,SBD,Single-ply,59.5,55-59,Masters 2,59.9,60,155,102.5,165,3,1997-10-14,IPF,World Masters Powerlifting Championships
Katarina Skirkanicova,F,B,Single-ply,18.5,18-19,Juniors,43.5,44,NA,55,NA,1,2009-07-01,IPF,World Sub-Juniors & Juniors Bench Press Championships
Valeria Timoshuk,F,SBD,Single-ply,21.5,20-23,Juniors,66.4,67.5,195,102.5,170,4,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Rachel Jones,F,SBD,Raw,21.5,20-23,Juniors,55.9,57,153.5,72.5,167.5,1,2017-06-14,IPF,World Classic Powerlifting Championships
Alexander Kolbin,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,51.99,52,210,125.5,225,1,2005-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Kohei Wada,M,B,Single-ply,50.5,50-54,Open,104.14,105,NA,292.5,NA,7,2015-05-20,IPF,World Bench Press Championships
Chris Dranias,M,SBD,Single-ply,21.5,20-23,Juniors,147.5,125+,370,210,350,DD,2006-09-05,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Viktor Testsov,M,SBD,Single-ply,19.5,20-23,Juniors,123.9,125,400,305,345,1,2009-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Peter Morgan,M,SBD,Single-ply,40.5,40-44,Masters 1,133.2,125+,275,160,270,3,1994-10-19,IPF,World Masters Powerlifting Championships
Marton Zeitler,M,B,Single-ply,23.5,24-34,Open,66.2,67.5,NA,157.5,NA,5,2008-06-25,IPF,World Bench Press Championships
Dovran Turakhanov,M,SBD,Single-ply,25.5,24-34,Middle,74.8,90,292.5,170,292.5,6,2001-08-21,IPF,World Games
Karel Ruso,M,SBD,Single-ply,49.5,45-49,Open,65.85,66,250,100,230,9,2015-11-09,IPF,World Powerlifting Championships
Juha Lehto,M,B,Single-ply,42.5,40-44,Masters 1,99.1,100,NA,230,NA,6,2007-09-12,IPF,World Masters Bench Press Championships
Sophia Waldemarson,F,SBD,Raw,28.5,24-34,Open,51.08,52,120,97.5,147.5,7,2017-06-14,IPF,World Classic Powerlifting Championships
Brad Gillingham,M,SBD,Single-ply,42.5,40-44,Masters 1,146.2,125+,357.5,252.5,380,1,2009-09-28,IPF,World Masters Powerlifting Championships
Bradley Wolfe,M,B,Raw,22.5,20-23,Juniors,103.7,105,NA,190,NA,2,2017-04-22,IPF,World Classic Bench Press Championships
